,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amin,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,amax,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size
Antenna_coverage,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out,out,out,out,out,out,out,out,out,out,out,out,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out
slot_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,0,2,4,7,8,9,10,11,13,14,15,16,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
EPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD3830770CCDD0AD383002FC,,,,,,,,,-69.5,,-73.0,,,,,,,,,,,,,,,,-75.5,,,-76.0,-74.0,-75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.5,,-73.0,,,,,,,,,,,,,,,,-75.5,,,-76.0,-74.0,-75.0,-75.0,,,,,,,,,-69.5,,-73.0,,,,,,,,,,,,,,,,-75.5,,,-76.0,-74.0,-75.0,-75.0,,,,,,,,,-69.5,,-73.0,,,,,,,,,,,,,,,,-75.5,,,-76.0,-74.0,-75.0,-75.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0
AD3830770CCDD0AD38300301,-73.5,,-73.25,,,-73.0,,-72.0,,-73.5,,-72.5,,-73.0,,-74.5,,,,,,,,,,,,,,,,,,,,0.3535533905932738,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-73.5,,-73.5,,,-73.0,,-72.0,,-73.5,,-72.5,,-73.0,,-74.5,,,,,,,,,,,,,,,,,,-73.5,,-73.0,,,-73.0,,-72.0,,-73.5,,-72.5,,-73.0,,-74.5,,,,,,,,,,,,,,,,,,-73.5,,-73.25,,,-73.0,,-72.0,,-73.5,,-72.5,,-73.0,,-74.5,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,
AD3830770CCDD0AD38300307,-76.0,,-76.0,,,,-76.5,,-75.5,,,-77.0,,-75.5,-76.0,-75.5,,,,,-76.0,,,,,-75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0,,-76.0,,,,-76.5,,-75.5,,,-77.0,,-75.5,-76.0,-75.5,,,,,-76.0,,,,,-75.5,,,,,,,,-76.0,,-76.0,,,,-76.5,,-75.5,,,-77.0,,-75.5,-76.0,-75.5,,,,,-76.0,,,,,-75.5,,,,,,,,-76.0,,-76.0,,,,-76.5,,-75.5,,,-77.0,,-75.5,-76.0,-75.5,,,,,-76.0,,,,,-75.5,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,
AD3830770CCDD0AD38300309,,,,,,,,,,,,,,,,,,-68.5,-68.5,,-70.0,-68.5,,-69.5,,-72.0,,-68.0,-72.5,,-69.5,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.5,-68.5,,-70.0,-68.5,,-69.5,,-72.0,,-68.0,-72.5,,-69.5,,-73.0,,,,,,,,,,,,,,,,,,-68.5,-68.5,,-70.0,-68.5,,-69.5,,-72.0,,-68.0,-72.5,,-69.5,,-73.0,,,,,,,,,,,,,,,,,,-68.5,-68.5,,-70.0,-68.5,,-69.5,,-72.0,,-68.0,-72.5,,-69.5,,-73.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,1.0
AD3830770CCDD0AD3830030D,,,,,,,,,-62.0,,,,,,,,,,,,,,,,,,-64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,,,,,,,,,,,,,,,,,,-64.5,,,,,,,,,,,,,,,-62.0,,,,,,,,,,,,,,,,,,-64.5,,,,,,,,,,,,,,,-62.0,,,,,,,,,,,,,,,,,,-64.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
AD3830770CCDD0AD3830031B,-75.5,-74.5,,-75.0,,-74.5,,,,-75.5,-75.5,,-75.5,,,-76.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,-75.5,-74.5,,-75.0,,-74.5,,,,-75.5,-75.5,,-75.5,,,-76.0,,,,,,,,,,,,,,,,,,-75.5,-74.5,,-75.0,,-74.5,,,,-75.5,-75.5,,-75.5,,,-76.0,,,,,,,,,,,,,,,,,,-75.5,-74.5,,-75.0,,-74.5,,,,-75.5,-75.5,,-75.5,,,-76.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
AD3830770CCDD0AD38300324,-71.0,,-71.5,-72.0,,-73.5,,-70.5,,-70.0,-70.5,,-71.0,,-70.5,,-71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,,-71.5,-72.0,,-73.5,,-70.5,,-70.0,-70.5,,-71.0,,-70.5,,-71.5,,,,,,,,,,,,,,,,,-71.0,,-71.5,-72.0,,-73.5,,-70.5,,-70.0,-70.5,,-71.0,,-70.5,,-71.5,,,,,,,,,,,,,,,,,-71.0,,-71.5,-72.0,,-73.5,,-70.5,,-70.0,-70.5,,-71.0,,-70.5,,-71.5,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
AD3830770CCDD0AD38300326,-71.5,,,,-71.0,-70.0,,-70.0,,,,-71.5,,,-70.5,-72.0,,,-71.0,,,,,,,-74.0,,,-72.5,,,,,2.8284271247461903,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,-73.5,,,,-71.0,-70.0,,-70.0,,,,-71.5,,,-70.5,-72.0,,,-71.0,,,,,,,-74.0,,,-72.5,,,,,-69.5,,,,-71.0,-70.0,,-70.0,,,,-71.5,,,-70.5,-72.0,,,-71.0,,,,,,,-74.0,,,-72.5,,,,,-71.5,,,,-71.0,-70.0,,-70.0,,,,-71.5,,,-70.5,-72.0,,,-71.0,,,,,,,-74.0,,,-72.5,,,,,2.0,,,,1.0,1.0,,1.0,,,,1.0,,,2.0,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,
AD3830770CCDD0AD3830032E,,,,,,,,-75.0,,,,,,,,,,,,,,,,,-75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,-75.5,,,,,,,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,-75.5,,,,,,,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,-75.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
AD3830770CCDD0AD3830032F,,,,,,,,,,,,,,,,,,,,,,,,,-67.5,,-66.5,-71.0,,,,-75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.5,,-66.5,-71.0,,,,-75.5,,,,,,,,,,,,,,,,,,,,,,,,,,-67.5,,-66.5,-71.0,,,,-75.5,,,,,,,,,,,,,,,,,,,,,,,,,,-67.5,,-66.5,-71.0,,,,-75.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,
AD3830770CCDD0AD38300333,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD3830770CCDD0AD3830033A,-71.0,,-72.0,-73.0,-74.5,,-74.0,,-71.0,,-70.5,,-70.5,,-71.0,-70.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,,-72.0,-73.0,-74.5,,-74.0,,-71.0,,-70.5,,-70.5,,-71.0,-70.0,-73.0,,,,,,,,,,,,,,,,,-71.0,,-72.0,-73.0,-74.5,,-74.0,,-71.0,,-70.5,,-70.5,,-71.0,-70.0,-73.0,,,,,,,,,,,,,,,,,-71.0,,-72.0,-73.0,-74.5,,-74.0,,-71.0,,-70.5,,-70.5,,-71.0,-70.0,-73.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
AD3830770CCDD0AD38300342,-70.0,,-74.5,-73.5,,-72.5,-74.5,-73.0,-73.0,,-71.5,,-72.5,-71.0,,-73.5,,,,,,,,,,,,,,,,,,,,,,,,,3.5355339059327378,,,,,,,,,,,,,,,,,,,,,-70.0,,-74.5,-73.5,,-72.5,-74.5,-73.0,-75.5,,-71.5,,-72.5,-71.0,,-73.5,,,,,,,,,,,,,,,,,,-70.0,,-74.5,-73.5,,-72.5,-74.5,-73.0,-70.5,,-71.5,,-72.5,-71.0,,-73.5,,,,,,,,,,,,,,,,,,-70.0,,-74.5,-73.5,,-72.5,-74.5,-73.0,-73.0,,-71.5,,-72.5,-71.0,,-73.5,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
AD3830770CCDD0AD38300343,,,,,,,,,,,,,,,,,,-73.5,-73.5,,-73.5,,-74.0,,-73.5,-73.66666666666667,,-72.0,,-74.0,,-73.0,-73.0,,,,,,,,,,,,,,,,,,,,,0.0,0.5773502691896247,,,,,,,,,,,,,,,,,,,,,,,,-73.5,-73.5,,-73.5,,-74.0,,-73.5,-74.0,,-72.0,,-74.0,,-73.0,-73.0,,,,,,,,,,,,,,,,,,-73.5,-73.5,,-73.5,,-74.0,,-73.5,-73.0,,-72.0,,-74.0,,-73.0,-73.0,,,,,,,,,,,,,,,,,,-73.5,-73.5,,-73.5,,-74.0,,-73.5,-74.0,,-72.0,,-74.0,,-73.0,-73.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,2.0,3.0,,1.0,,1.0,,1.0,1.0
AD3830770CCDD0AD38300372,,,,,,,,,,,,,,,,,,-77.0,-76.5,,-77.0,,-77.0,,-76.5,,-75.5,,-76.5,,,-77.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3535533905932738,,,,,,,,,,,,,,,,,,,-77.0,-76.5,,-77.0,,-77.0,,-76.5,,-75.5,,-76.5,,,-77.5,,,,,,,,,,,,,,,,,,,-77.0,-76.5,,-77.0,,-77.0,,-76.5,,-75.5,,-76.5,,,-77.0,,,,,,,,,,,,,,,,,,,-77.0,-76.5,,-77.0,,-77.0,,-76.5,,-75.5,,-76.5,,,-77.25,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,2.0,
AD3830770CCDD0AD38300399,,,,,,,,,,,-73.0,,-73.5,-73.0,,-73.0,,-75.5,-74.5,,-74.0,,-72.5,,-73.0,,-76.5,,,,,,,,,,,,,,,,,,,,,,,,2.1213203435596424,1.4142135623730951,,,,,,,,,,,,,,,,,,,,-73.0,,-73.5,-73.0,,-73.0,,-75.5,-76.0,,-75.0,,-72.5,,-73.0,,-76.5,,,,,,,,,,,,,,,,,-73.0,,-73.5,-73.0,,-73.0,,-75.5,-73.0,,-73.0,,-72.5,,-73.0,,-76.5,,,,,,,,,,,,,,,,,-73.0,,-73.5,-73.0,,-73.0,,-75.5,-74.5,,-74.0,,-72.5,,-73.0,,-76.5,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,2.0,,2.0,,1.0,,1.0,,1.0,,,,,,
AD3830770CCDD0AD383003A9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
AD3830770CCDD0AD383003B3,-72.0,,-72.0,,-71.5,-72.5,,-71.5,,-73.75,,-72.0,,-70.5,-70.5,,-72.5,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0606601717798212,,,,,,,,,,,,,,,,,,,,-72.0,,-72.0,,-71.5,-72.5,,-71.5,,-74.5,,-72.0,,-70.5,-70.5,,-72.5,,,,,,,,,,,,,,,,,-72.0,,-72.0,,-71.5,-72.5,,-71.5,,-73.0,,-72.0,,-70.5,-70.5,,-72.5,,,,,,,,,,,,,,,,,-72.0,,-72.0,,-71.5,-72.5,,-71.5,,-73.75,,-72.0,,-70.5,-70.5,,-72.5,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,1.0,,1.0,,2.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
AD3830770CCDD0AD383003B7,,,,,,,,,,,,,,,,-76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
AD3830770CCDD0AD383003BB,,,,,,,,,,,,,,,,,,-75.5,,-75.5,,-75.5,,,,-75.5,-74.0,-75.0,,-74.0,,-75.0,-75.25,,,,,,,,,,,,,,,,,0.7071067811865476,,,,,0.0,,,,,,0.3535533905932738,,,,,,,,,,,,,,,,,,-76.0,,-75.5,,-75.5,,,,-75.5,-74.0,-75.0,,-74.0,,-75.0,-75.5,,,,,,,,,,,,,,,,,,-75.0,,-75.5,,-75.5,,,,-75.5,-74.0,-75.0,,-74.0,,-75.0,-75.0,,,,,,,,,,,,,,,,,,-75.5,,-75.5,,-75.5,,,,-75.5,-74.0,-75.0,,-74.0,,-75.0,-75.25,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,2.0,1.0,1.0,,1.0,,1.0,2.0
AD3830770CCDD0AD383003BC,,,,,,,,,-66.0,,,,,,,,,,,,,,,,,-56.5,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,,,,,,,-56.5,-61.0,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,,,,,,,-56.5,-61.0,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,,,,,,,-56.5,-61.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
AD3830770CCDD0AD383003C8,,,,,,,,-71.0,,,,,,,,,,,,,,,,,,-62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,,-62.5,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,,-62.5,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,,-62.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
AD3830770CCDD0AD383003D6,,,,,,,,,-66.5,,,,,,,,,,,,,,,,-75.0,,-65.5,-71.0,,-72.0,,-72.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2886751345948139,,,,,,,,,,-66.5,,,,,,,,,,,,,,,,-75.0,,-65.5,-71.0,,-72.0,,-73.0,,,,,,,,,,-66.5,,,,,,,,,,,,,,,,-75.0,,-65.5,-71.0,,-72.0,,-72.5,,,,,,,,,,-66.5,,,,,,,,,,,,,,,,-75.0,,-65.5,-71.0,,-72.0,,-72.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,3.0,
AD3830770CCDD0AD383003E3,,,,,,,,,-69.5,,-71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.5,,-71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.5,,-71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.5,,-71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
AD3830770CCDD0AD383003E6,,,,,,,,,-68.5,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,,,,,2.1213203435596424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,,,,,,-67.0,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,,,,,,-68.5,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
AD3830770CCDD0AD383003E9,,,,,,,,,-65.5,,,,,,,,,,,,,,,,,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.5,,,,,,,,,,,,,,,,,-61.0,,,,,,,,,,,,,,,,-65.5,,,,,,,,,,,,,,,,,-61.0,,,,,,,,,,,,,,,,-65.5,,,,,,,,,,,,,,,,,-61.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
AD3830770CCDD0AD383003EB,,,,,,,,,-67.5,,,,,,,,,,,,,,,,,,-73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.5,,,,,,,,,,,,,,,,,,-73.5,,,,,,,,,,,,,,,-67.5,,,,,,,,,,,,,,,,,,-73.5,,,,,,,,,,,,,,,-67.5,,,,,,,,,,,,,,,,,,-73.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
AD3830770CCDD0AD383003ED,,,,,,,,-70.0,-61.5,,,,,,,,,,,,,,,,,-66.0,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,-61.5,,,,,,,,,,,,,,,,,-66.0,-71.0,,,,,,,,,,,,,,-70.0,-61.5,,,,,,,,,,,,,,,,,-66.0,-71.0,,,,,,,,,,,,,,-70.0,-61.5,,,,,,,,,,,,,,,,,-66.0,-71.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
AD3830770CCDD0AD383003F6,,,,,,,,,-70.5,,,,,,,,,,,,,,,,,-57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.5,,,,,,,,,,,,,,,,,-57.0,,,,,,,,,,,,,,,,-70.5,,,,,,,,,,,,,,,,,-57.0,,,,,,,,,,,,,,,,-70.5,,,,,,,,,,,,,,,,,-57.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
AD3830770CCDD0AD383003F7,,,,,,,-73.5,,-67.5,,,,-76.5,,,,,,,,,,,,,-63.5,-67.25,,-75.5,,-73.0,-73.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,1.7677669529663689,,,,0.2886751345948139,,,,,,,,-73.5,,-67.5,,,,-76.5,,,,,,,,,,,,,-63.5,-68.5,,-75.5,,-73.0,-74.0,,,,,,,,-73.5,,-67.5,,,,-76.5,,,,,,,,,,,,,-63.5,-66.0,,-75.5,,-73.0,-73.5,,,,,,,,-73.5,,-67.5,,,,-76.5,,,,,,,,,,,,,-63.5,-67.25,,-75.5,,-73.0,-74.0,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,2.0,,1.0,,1.0,3.0,
AD3830770CCDD0AD383003FB,,,,,,,,-69.5,-64.0,,,,,,,,,,,,,,,,,,-63.0,,,,,,,,,,,,,,4.949747468305833,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.5,-67.5,,,,,,,,,,,,,,,,,,-63.0,,,,,,,,,,,,,,-69.5,-60.5,,,,,,,,,,,,,,,,,,-63.0,,,,,,,,,,,,,,-69.5,-64.0,,,,,,,,,,,,,,,,,,-63.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
AD3830770CCDD0AD38300403,,,,,,,,-71.0,-69.0,,,,,,,,,,,,,,,,,,-71.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7677669529663689,,,,,,,,,,,,,-71.0,-69.0,,,,,,,,,,,,,,,,,,-72.5,,,,,,,,,,,,,,-71.0,-69.0,,,,,,,,,,,,,,,,,,-70.0,,,,,,,,,,,,,,-71.0,-69.0,,,,,,,,,,,,,,,,,,-71.25,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,
AD3830770CCDD0AD3830040B,,,,,,,,-73.5,-64.0,,-69.5,,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.5,-64.0,,-69.5,,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,-73.5,-64.0,,-69.5,,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,-73.5,-64.0,,-69.5,,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
AD3830770CCDD0AD38300411,,,,,,,,,-71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
AD3830770CCDD0AD3830041A,,,,,,,,-68.0,,-63.0,,,,,,,,,,,,,,,,,,-77.0,,-72.5,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0,,-63.0,,,,,,,,,,,,,,,,,,-77.0,,-72.5,,-75.0,,,,,,,,,-68.0,,-63.0,,,,,,,,,,,,,,,,,,-77.0,,-72.5,,-75.0,,,,,,,,,-68.0,,-63.0,,,,,,,,,,,,,,,,,,-77.0,,-72.5,,-75.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,
AD3830770CCDD0AD3830041B,,,,,,,,,-69.0,,,,,,,,,,,,,,,,,,-69.83333333333333,,,,,,,,,,,,,,4.242640687119285,,,,,,,,,,,,,,,4.752192476461086,,,,,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,-74.5,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,,,,,,,,-65.0,,,,,,,,,,,,,,,-69.0,,,,,,,,,,,,,,,,,,-70.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,
AD3830770CCDD0AD3830041E,,,,,,,,,-70.0,,,,,,,,,,,,,,,,,,-59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,,,,,,,,,,,,,,,,,,-59.5,,,,,,,,,,,,,,,-70.0,,,,,,,,,,,,,,,,,,-59.5,,,,,,,,,,,,,,,-70.0,,,,,,,,,,,,,,,,,,-59.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
AD3830770CCDD0AD3830041F,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,-55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,-55.5,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,-55.5,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,-55.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
AD3830770CCDD0AD38300421,,,,,,,,,-64.5,,,,,,,,,,,,,,,,,-61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.5,,,,,,,,,,,,,,,,,-61.5,,,,,,,,,,,,,,,,-64.5,,,,,,,,,,,,,,,,,-61.5,,,,,,,,,,,,,,,,-64.5,,,,,,,,,,,,,,,,,-61.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
AD3830770CCDD0AD38300424,,,,,,,,-73.5,-68.0,,,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.5,-68.0,,,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,-73.5,-68.0,,,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,-73.5,-68.0,,,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
